City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Oga,IT,46.4631,10.347,278.71,80,40,4.63,scattered clouds
470,Petropavlivka,UA,48.4564,36.4367,268.48,88,50,4.84,scattered clouds
471,Poum,NC,-20.2333,164.0167,299.75,69,0,1.98,clear sky
472,Pimentel,PE,-6.8367,-79.9342,298.15,61,90,7.2,overcast clouds
473,Le Pradet,FR,43.1066,6.0172,288.15,72,90,3.6,overcast clouds
474,Sao Joao De Pirabas,BR,-0.7747,-47.1772,300.52,79,12,3.67,few clouds
475,Saurimo,AO,-9.6608,20.3916,293.08,96,100,1.27,overcast clouds
476,Kutum,SD,14.2,24.6667,284.3,41,0,4.1,clear sky
477,Naryan-Mar,RU,67.6713,53.087,240.05,84,94,5.4,overcast clouds
478,Leningradskiy,RU,69.3833,178.4167,248.1,76,0,2.99,clear sky
479,Biggar,GB,55.6167,-3.5167,275.37,40,100,3.58,overcast clouds
480,Lasa,IT,46.6166,10.7002,277.59,93,75,5.66,light rain
481,Marawi,PH,7.9986,124.2928,295.93,92,100,3.13,overcast clouds
482,Alice Springs,AU,-23.7,133.8833,295.37,40,40,2.57,scattered clouds
483,Magaria,NE,12.9983,8.9099,294.79,20,85,4.37,overcast clouds
484,Port Macquarie,AU,-31.4333,152.9167,295.15,94,40,2.57,scattered clouds
485,Listvyanka,RU,51.8535,104.8693,254.15,84,0,0.65,clear sky
486,Antsohihy,MG,-14.8796,47.9875,297.34,91,100,1.28,light rain
487,Raudeberg,NO,61.9875,5.1352,269.15,68,0,3.6,clear sky
488,Drexel Heights,US,32.1412,-111.0284,295.15,14,1,2.06,clear sky
489,Portland,US,45.5234,-122.6762,281.48,76,90,9.26,light rain
490,Harlingen,US,26.1906,-97.6961,295.15,73,90,6.17,overcast clouds
491,The Valley,AI,18.217,-63.0578,301.15,78,75,5.66,broken clouds
492,Saint-Pierre,RE,-21.3393,55.4781,299.26,78,90,2.57,light rain
493,Carballo,ES,43.213,-8.691,278.71,87,74,0.89,broken clouds
494,Yelatma,RU,54.9675,41.7508,251.3,91,91,3.72,overcast clouds
495,Coahuayana,MX,18.7333,-103.6833,300.15,50,1,3.36,clear sky
496,Dubbo,AU,-32.25,148.6167,291.15,76,90,1.71,overcast clouds
497,Westlake Village,US,34.1458,-118.8056,298.71,58,0,0.89,clear sky
498,Turochak,RU,52.2576,87.1224,268.74,96,58,1.6,broken clouds
499,Hammerfest,NO,70.6634,23.6821,269.15,86,75,7.2,light snow
500,Amurzet,RU,47.6967,131.0981,250.1,87,99,3.09,overcast clouds
501,Diu,IN,20.7141,70.9822,292.84,30,2,6.22,clear sky
502,Aksay,RU,47.26,39.87,267.15,79,0,3.0,clear sky
503,Road Town,VG,18.4167,-64.6167,300.15,69,20,4.12,few clouds
504,Wewak,PG,-3.5534,143.6268,298.31,87,100,3.44,overcast clouds
505,Palmer,US,42.1584,-72.3287,278.15,33,20,10.29,few clouds
506,Clarence Town,AU,-32.5833,151.7833,295.15,94,40,6.69,scattered clouds
507,Ahuimanu,US,21.4447,-157.8378,297.15,50,20,2.57,few clouds
508,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,305.15,48,20,4.63,few clouds
509,Hereford,GB,52.0568,-2.7148,275.93,96,37,4.59,scattered clouds
510,Broken Hill,AU,-31.95,141.4333,289.15,72,58,5.66,broken clouds
511,Darhan,MN,49.4867,105.9228,253.76,86,0,3.06,light snow
512,Tokur,RU,53.1333,132.9,241.16,87,79,1.39,broken clouds
513,Tuatapere,NZ,-46.1333,167.6833,290.62,65,2,1.5,clear sky
514,Sisimiut,GL,66.9395,-53.6735,266.82,78,1,5.66,clear sky
515,San Matias,BO,-16.3667,-58.4,305.55,37,30,3.01,scattered clouds
516,Jiaojiang,CN,28.6803,121.4428,287.04,74,35,0.22,scattered clouds
517,Irupi,BR,-20.3453,-41.6411,294.76,91,98,1.16,moderate rain
518,Soltsy,RU,58.1239,30.3238,256.32,93,59,2.81,broken clouds
519,Evensk,RU,61.95,159.2333,261.81,89,95,8.5,overcast clouds
520,Poprad,SK,49.0614,20.298,267.59,86,90,3.6,light snow
521,Palmeiras De Goias,BR,-16.805,-49.9258,298.11,91,99,1.29,very heavy rain
522,Zeya,RU,53.75,127.2667,245.54,81,0,1.94,clear sky
523,Trincomalee,LK,8.5711,81.2335,298.99,85,35,6.17,scattered clouds
524,Goderich,CA,43.7501,-81.7165,267.15,63,100,7.72,overcast clouds
525,Inhambane,MZ,-23.865,35.3833,298.45,86,83,3.63,broken clouds
526,Ferrol,ES,43.4832,-8.2369,280.93,81,40,2.52,scattered clouds
527,Bontang,ID,0.1333,117.5,298.0,84,100,1.83,overcast clouds
528,Mozarlandia,BR,-14.7447,-50.5706,298.86,86,100,4.04,light rain
529,Hay River,CA,60.8156,-115.7999,242.15,56,20,2.06,few clouds
530,High Level,CA,58.5169,-117.136,243.15,69,1,1.54,clear sky
531,Killarney,IE,52.05,-9.5167,276.38,90,85,1.57,overcast clouds
532,Garachine,PA,8.0647,-78.3628,301.41,71,100,3.9,overcast clouds
533,Atbasar,KZ,51.8,68.3333,271.93,98,100,13.99,light snow
534,Uyuni,BO,-20.4597,-66.825,291.34,36,55,3.05,broken clouds
535,Okato,NZ,-39.2,173.8833,291.48,69,52,0.89,broken clouds
536,Spirit River,CA,55.7833,-118.8361,247.04,76,69,1.54,broken clouds
537,Ajdabiya,LY,30.7554,20.2263,290.76,40,52,4.93,broken clouds
538,Madimba,TZ,-10.4,40.3333,300.15,89,40,4.12,scattered clouds
539,Kasempa,ZM,-13.4584,25.8338,292.14,92,76,0.42,moderate rain
540,Kuytun,RU,54.3419,101.5036,259.96,93,100,2.24,overcast clouds
541,Amahai,ID,-3.3333,128.9167,299.11,79,98,1.5,overcast clouds
542,Suffolk,US,40.8668,-72.7996,280.15,33,1,7.72,clear sky
543,Stanger,ZA,-29.3282,31.2895,298.15,83,75,3.09,broken clouds
544,Homer,US,59.6425,-151.5483,274.15,80,1,2.57,clear sky
545,Toppenish,US,46.3774,-120.3087,287.04,44,0,9.47,clear sky
546,Cherskiy,RU,68.75,161.3,250.65,80,0,2.64,clear sky
547,Ust-Kulom,RU,61.6864,53.6902,250.07,89,100,4.68,light snow
548,Ebbs,AT,47.6333,12.2167,279.26,73,100,0.89,overcast clouds
549,Mormugao,IN,15.4,73.8,296.51,62,19,3.35,few clouds
550,Abbotsford,CA,49.058,-122.2526,282.15,93,75,6.69,broken clouds
551,Maragogi,BR,-9.0122,-35.2225,299.55,75,43,4.96,scattered clouds
552,Lang Son,VN,21.8333,106.7333,288.54,66,0,1.17,clear sky
553,Tecoanapa,MX,16.5167,-98.75,302.04,58,22,4.7,few clouds
554,Kasangulu,CD,-4.5911,15.1708,297.15,94,92,1.03,light rain
555,Weligama,LK,5.9667,80.4167,296.53,90,100,3.21,overcast clouds
556,Romodanovo,RU,54.4275,45.3296,251.78,89,86,5.08,overcast clouds
557,Kattivakkam,IN,13.2167,80.3167,294.15,88,20,2.27,mist
558,Kazachinskoye,RU,57.6953,93.2761,268.23,97,100,3.21,overcast clouds
559,Port Blair,IN,11.6667,92.75,298.74,76,13,4.0,few clouds
560,Camacupa,AO,-12.0167,17.4833,290.48,95,100,2.68,moderate rain
561,Berlevag,NO,70.8578,29.0864,270.23,92,100,11.19,light snow
562,Riviere-Au-Renard,CA,48.9957,-64.3971,273.15,74,75,8.75,light snow
563,Palu,ID,-0.8917,119.8707,297.24,76,100,1.22,overcast clouds
564,Rio Gallegos,AR,-51.6226,-69.2181,291.15,22,0,4.12,clear sky
565,Wenatchee,US,47.4235,-120.3103,283.71,50,1,6.69,clear sky
566,Voh,NC,-20.9667,164.7,299.43,76,23,0.58,few clouds
567,Yeppoon,AU,-23.1333,150.7333,299.15,69,96,0.24,overcast clouds
568,Sinnamary,GF,5.3833,-52.95,298.75,86,100,6.58,overcast clouds
569,Avera,US,33.194,-82.5271,282.15,53,90,4.63,overcast clouds
570,Gubkinskiy,RU,64.434,76.5026,253.55,92,100,6.87,overcast clouds
571,Elko,US,41.0002,-115.5012,282.15,31,1,10.29,clear sky
572,Padang,ID,-0.9492,100.3543,296.15,88,90,1.03,overcast clouds
573,Yumen,CN,40.2833,97.2,270.65,71,97,0.67,overcast clouds
574,Zheleznodorozhnyy,RU,55.7503,38.0042,256.15,66,40,7.0,scattered clouds
575,Cam Ranh,VN,11.9214,109.1591,297.15,73,40,5.66,scattered clouds
576,Mbaiki,CF,3.8678,17.9892,297.04,48,1,0.4,clear sky
577,Pedernales,DO,18.0384,-71.744,302.5,53,1,4.82,clear sky
578,Hami,CN,42.8,93.45,272.65,78,8,2.96,clear sky
579,Baker City,US,44.7749,-117.8344,283.15,37,75,1.54,broken clouds
580,Viru,PE,-8.4167,-78.75,295.15,83,98,4.63,overcast clouds
581,Nuoro,IT,40.3211,9.3297,291.48,88,90,5.66,overcast clouds
582,Bathsheba,BB,13.2167,-59.5167,301.15,57,20,8.75,few clouds
583,Sorong,ID,-0.8833,131.25,299.97,80,100,1.19,overcast clouds
584,Herat,AF,34.5,62.0,281.18,55,0,3.37,clear sky
585,Luderitz,NA,-26.6481,15.1594,294.78,56,0,11.69,clear sky
586,Khani,GE,41.9563,42.9566,281.15,93,90,4.12,overcast clouds
587,Severo-Kurilsk,RU,50.6789,156.125,267.05,94,100,6.8,light snow
588,Cabangahan,PH,9.0781,122.9469,298.85,79,62,5.3,broken clouds
589,Simbahan,PH,6.3032,120.5836,300.75,79,99,8.27,overcast clouds
590,Gilgit,PK,35.9221,74.3087,272.7,50,0,1.35,clear sky
591,Muradnagar,IN,28.7833,77.5,285.15,94,0,1.54,mist
592,Peniche,PT,39.3558,-9.3811,285.37,74,34,8.49,scattered clouds
593,Tavda,RU,58.0425,65.2726,274.23,97,100,4.45,snow
594,Gravdal,NO,68.1214,13.5031,273.67,87,63,8.58,broken clouds
595,Faya,SA,18.3851,42.4509,283.15,87,0,1.54,clear sky
596,Dunedin,NZ,-45.8742,170.5036,288.71,78,2,3.47,clear sky
597,De Aar,ZA,-30.6497,24.0123,299.4,40,15,5.84,few clouds
598,Balkanabat,TM,39.5108,54.3671,282.88,67,99,3.36,overcast clouds
599,Indramayu,ID,-6.3264,108.32,298.88,86,100,4.9,overcast clouds
600,Lincoln,US,40.8,-96.667,262.04,61,90,8.23,light snow
601,Churapcha,RU,62.0025,132.4325,237.3,83,100,0.89,overcast clouds
602,Mareeba,AU,-17.0,145.4333,300.15,83,40,1.03,scattered clouds
603,Monteagudo,BO,-19.8167,-63.9833,303.15,42,75,0.67,broken clouds
604,Adeje,ES,28.1227,-16.726,291.15,59,40,2.06,scattered clouds
605,Anapskaya,RU,44.89,37.38,272.15,86,100,6.0,light rain
606,Ouadda,CF,8.0777,22.4007,293.09,25,21,3.25,few clouds
607,Vegreville,CA,53.5001,-112.0518,248.15,58,100,1.54,overcast clouds
608,Batagay-Alyta,RU,67.8006,130.4114,239.88,84,99,0.62,overcast clouds
609,Luwuk,ID,-0.9516,122.7875,298.53,71,100,1.12,overcast clouds
610,Jaguarari,BR,-10.2639,-40.1958,302.94,30,89,1.71,overcast clouds
611,Erzin,TR,36.9559,36.2,287.59,79,0,0.64,clear sky
612,Yeniseysk,RU,58.4497,92.1703,268.03,98,100,2.98,overcast clouds
613,Banda Aceh,ID,5.5577,95.3222,298.48,83,40,3.36,scattered clouds
614,Praia,CV,14.9215,-23.5087,294.15,60,75,9.26,broken clouds
615,Bubaque,GW,11.2833,-15.8333,301.04,54,61,8.02,broken clouds
616,Ati,TD,13.2154,18.3353,294.18,20,38,4.26,scattered clouds
617,Taldan,RU,53.6667,124.8,244.23,84,1,1.5,clear sky
618,Tahara,JP,34.6667,137.2667,282.59,63,0,4.02,clear sky
619,Nanortalik,GL,60.1432,-45.2371,267.42,80,0,2.97,clear sky
620,Gamba,GA,-2.65,10.0,299.54,88,100,2.74,heavy intensity rain
621,Colomba,GT,14.7167,-91.7333,305.15,48,40,3.09,scattered clouds
622,Jalu,LY,29.0331,21.5482,289.89,37,0,4.26,clear sky
623,Dicabisagan,PH,17.0818,122.4157,297.1,88,72,1.85,broken clouds
624,Anchorage,US,61.2181,-149.9003,263.15,92,90,1.38,mist
625,Ulundi,ZA,-28.3352,31.4162,294.67,93,92,1.01,overcast clouds
626,Svetlogorsk,BY,52.6333,29.7333,256.73,92,14,2.79,few clouds
627,Grand-Santi,GF,4.25,-54.3833,297.87,94,96,1.91,moderate rain
628,Ampanihy,MG,-24.7,44.75,297.49,87,0,2.1,clear sky
629,Skibbereen,IE,51.55,-9.2667,278.15,87,75,3.09,broken clouds
630,Rizhao,CN,35.4275,119.4553,278.47,65,55,4.53,broken clouds
631,Ternate,ID,0.8,127.4,299.06,83,100,1.35,light rain
632,Tornabe,HN,15.75,-87.55,302.15,84,20,1.03,few clouds
633,Chandpur,IN,29.15,78.2667,284.14,65,0,3.64,clear sky
634,Lerwick,GB,60.1545,-1.1494,274.15,51,40,8.23,scattered clouds
635,Kroya,ID,-7.6331,109.2461,297.95,84,72,1.52,broken clouds
636,Borba,BR,-4.3878,-59.5939,300.72,90,84,1.64,light rain
637,Horsham,GB,51.064,-0.3272,279.26,93,75,4.63,broken clouds
638,Bowen,AU,-20.0167,148.2333,296.15,100,75,2.42,broken clouds
639,Sungaipenuh,ID,-2.0833,101.3833,290.47,85,91,1.59,overcast clouds
640,Port Augusta,AU,-32.5,137.7667,291.15,82,75,5.66,broken clouds
641,Okha,RU,53.5739,142.9478,254.72,93,99,4.24,overcast clouds
642,Oyama,JP,36.3,139.8,281.48,86,20,1.03,few clouds
643,Shitanjing,CN,39.2342,106.3439,269.39,79,0,0.8,clear sky
644,Powell,US,40.1578,-83.0752,270.93,46,1,3.09,clear sky
645,Behbahan,IR,30.5959,50.2417,289.15,63,75,2.06,broken clouds
646,Praia Da Vitoria,PT,38.7333,-27.0667,289.15,88,40,5.48,scattered clouds
647,Kasihan,ID,-7.8269,110.3292,296.67,87,88,1.76,light rain
648,Rostock,DE,54.0887,12.1405,270.37,68,75,7.2,broken clouds
649,Awjilah,LY,29.1081,21.2869,289.71,36,0,4.26,clear sky
650,Majholi,IN,23.5,79.9167,283.11,54,0,1.57,clear sky
651,Beira,MZ,-19.8436,34.8389,301.15,94,20,1.03,light rain
652,Channel-Port Aux Basques,CA,47.5702,-59.1367,276.03,81,100,8.9,overcast clouds
653,Tarko-Sale,RU,64.9225,77.785,252.36,91,100,6.04,overcast clouds
654,Kimberley,ZA,-28.7323,24.7623,294.15,83,93,4.12,overcast clouds
655,Rawson,AR,-43.3002,-65.1023,289.59,64,100,11.41,overcast clouds
656,Teya,RU,60.3778,92.6267,264.04,93,100,4.23,overcast clouds
657,Lusambo,CD,-4.9667,23.45,296.31,86,99,0.24,overcast clouds
658,Borgo San Dalmazzo,IT,44.333,7.4858,280.93,88,100,0.38,moderate rain
659,Dafeng,CN,23.4517,108.5881,291.37,66,14,1.7,few clouds
660,Puerto Escondido,MX,15.85,-97.0667,302.15,74,40,5.14,scattered clouds
661,Scottsbluff,US,41.8666,-103.6672,264.15,67,90,6.69,light snow
662,Crotone,IT,39.0851,17.1178,287.04,52,60,3.72,broken clouds
663,Severo-Yeniseyskiy,RU,60.3725,93.0408,262.65,96,99,5.14,overcast clouds
664,Pemberton,CA,50.3164,-122.8027,278.15,93,90,1.03,overcast clouds
665,Tigil,RU,57.8,158.6667,266.73,91,100,11.29,overcast clouds
666,Manokwari,ID,-0.8667,134.0833,298.57,85,100,2.61,overcast clouds
667,Jeremie,HT,18.65,-74.1167,300.42,69,95,1.38,overcast clouds
668,Chegem,RU,43.2833,43.1333,274.15,80,90,2.0,light snow
669,Solana Beach,US,32.9912,-117.2711,297.15,51,1,2.57,clear sky
670,Mangai,CD,-4.05,19.5333,296.13,89,83,0.66,broken clouds
671,Labuhan,ID,-6.8844,112.2051,298.31,85,4,4.21,clear sky
672,Sapele,NG,5.8941,5.6767,300.95,78,0,1.79,clear sky
673,Marfino,RU,55.7028,37.3822,256.15,71,75,6.0,broken clouds
674,Coihaique,CL,-45.5752,-72.0662,298.15,29,20,2.57,few clouds
675,Peski,RU,55.2163,38.7626,256.15,66,40,7.0,scattered clouds
676,Pangody,RU,65.85,74.4859,242.64,86,55,5.66,broken clouds
677,Carbonia,IT,39.1672,8.5222,290.93,72,100,7.2,light rain
678,Kurilsk,RU,45.2333,147.8833,266.02,93,100,6.04,overcast clouds
679,Athabasca,CA,54.7169,-113.2854,248.15,58,99,0.51,overcast clouds
680,Mpika,ZM,-11.8343,31.4529,291.28,95,100,1.71,light rain
681,Tilichiki,RU,60.4667,166.1,260.56,89,100,6.69,overcast clouds
682,Polunochnoye,RU,60.8697,60.4153,248.0,90,100,5.78,light snow
683,Volosovo,RU,59.4333,29.4833,260.15,78,4,7.0,snow
684,Safaga,EG,26.7292,33.9365,290.15,59,0,2.57,clear sky
685,Puerto Carreno,CO,6.189,-67.4859,308.76,33,94,4.81,overcast clouds
686,Liaozhong,CN,41.5061,122.7242,261.15,79,0,1.0,clear sky
687,Tubuala,PA,9.5167,-79.0333,305.15,62,40,5.66,scattered clouds
688,Camalu,MX,30.85,-116.0667,293.15,43,0,2.24,clear sky
689,Havre-Saint-Pierre,CA,50.2334,-63.5986,273.15,93,90,2.57,snow
690,Buraydah,SA,26.326,43.975,283.15,100,75,2.06,broken clouds
691,Thunder Bay,CA,48.4001,-89.3168,254.82,60,75,7.2,snow
692,Namtsy,RU,62.7161,129.6658,230.15,66,87,2.0,fog
693,Manama,BH,26.2154,50.5832,293.15,88,0,5.14,clear sky
694,Worthington,US,40.0931,-83.018,270.93,46,1,3.09,clear sky
695,Meulaboh,ID,4.1363,96.1285,297.6,91,75,2.44,broken clouds
696,Katobu,ID,-4.9408,122.5276,297.51,93,100,0.35,overcast clouds
697,Dzhuryn,UA,49.0329,25.5839,271.48,72,100,3.38,overcast clouds
698,Kulhudhuffushi,MV,6.6221,73.07,300.36,76,2,3.86,clear sky
699,Kupang,ID,-10.1667,123.5833,299.54,82,100,4.39,overcast clouds
700,Maibong,IN,25.3,93.1667,287.06,63,0,0.38,clear sky
701,Foumban,CM,5.7291,10.9001,293.08,33,7,1.22,clear sky
702,Gushikawa,JP,26.3544,127.8686,292.15,77,20,3.09,few clouds
